43.654520000000005,-79.38570000000001,0
43.65464,-79.38575000000002,-22.619864949485788
43.65476,-79.38580000000002,-22.619864948281318
43.654880000000006,-79.38585,-22.619864942499863
43.65500000000001,-79.3859,-22.619864948281318
43.655120000000004,-79.38595000000001,-22.619864949485788
43.655240000000006,-79.38600000000001,-22.619864948281318
43.65520571428572,-79.38615714285716,-102.30801581693333
43.655171428571435,-79.38631428571429,-102.30801581801245
43.65513714285715,-79.38647142857144,-102.30801581693333
43.65510285714286,-79.38662857142857,-102.30801582048544
43.65506857142857,-79.38678571428572,-102.30801581693333
43.65503428571429,-79.38694285714286,-102.30801581801245
43.655,-79.3871,-102.30801581693333
43.6549675,-79.38725500000001,-101.84207611597705
43.654935,-79.38741,-101.84207611451619
43.654902500000006,-79.387565,-101.84207611451619
43.65487,-79.38772,-101.84207611597705
43.65484,-79.38788000000001,-100.6196552764624
43.65482,-79.38803,-97.59464336876924
43.65488500000001,-79.388115,-52.59464336539145
43.65495000000001,-79.38820000000001,-52.594643373035886
43.655045,-79.38824000000001,-22.83365417830071
43.65514,-79.38828000000001,-22.833654176768054
43.655225,-79.38832000000001,-25.201123645013755
43.65531,-79.38836,-25.201123645013755
43.655395,-79.388395,-22.38013505051421
43.655480000000004,-79.38843,-22.380135048827952
43.65560500000001,-79.388485,-23.749494493412488
43.655730000000005,-79.38854,-23.74949449461308
43.65583666666667,-79.38858666666667,-23.629377728654628
43.65594333333333,-79.38863333333335,-23.629377736463155
43.65605,-79.38868000000001,-23.629377728654628
43.656153333333336,-79.38872333333335,-22.750976344408876
43.65625666666667,-79.38876666666667,-22.75097633770775
43.65636000000001,-79.38881,-22.750976344408876
43.656425000000006,-79.38884000000002,-24.77514057598119
43.656490000000005,-79.38887000000001,-24.775140565654468
43.656575000000004,-79.38890500000001,-22.38013505051421
43.65666,-79.38894,-22.38013505051421
43.65678,-79.38899500000001,-24.623564788266336
43.6569,-79.38905000000001,-24.62356478698134
43.656985000000006,-79.38908500000001,-22.380135048827952
43.657070000000004,-79.38912,-22.38013505051421
43.657155,-79.38916,-25.201123645013755
43.65724,-79.3892,-25.201123645013755
43.657325,-79.38923500000001,-22.380135058704607
43.657410000000006,-79.38927000000001,-22.380135048827952
43.657495000000004,-79.38930500000001,-22.38013505051421
43.65758,-79.38934,-22.38013505051421
43.657655000000005,-79.389375,-25.016893475425572
43.65773,-79.38941000000001,-25.01689348642054
43.657815,-79.38944500000001,-22.38013505051421
43.657900000000005,-79.38948,-22.380135048827952
43.657985000000004,-79.38952,-25.201123645013755
43.65807,-79.38956,-25.201123645013755
43.65815500000001,-79.38959500000001,-22.380135057018354
43.658240000000006,-79.38963000000001,-22.38013505051421
43.65834000000001,-79.38967500000001,-24.227745317277062
43.658440000000006,-79.38972000000001,-24.227745318800558
43.658545000000004,-79.38976500000001,-23.19859051411613
43.65865,-79.38981000000001,-23.19859051411613
43.658745,-79.38985500000001,-25.346175941578267
43.658840000000005,-79.38990000000001,-25.346175941578267
43.6589425,-79.38994250000002,-22.520565606534024
43.659045000000006,-79.38998500000001,-22.520565598350473
43.6591475,-79.3900275,-22.520565599755727
43.65925,-79.39007000000001,-22.520565606534024
43.659355000000005,-79.39011500000001,-23.198590512712304
43.65946,-79.39016000000001,-23.19859051411613
43.65955,-79.39020000000001,-23.96248897373878
43.65966,-79.39025000000001,-24.44395478125307
43.65977,-79.39030000000001,-24.44395478125307
43.65988,-79.39035000000001,-24.44395478125307
43.6599925,-79.3903975,-22.890551653518326
43.660105,-79.390445,-22.890551653518326
43.6602175,-79.39049250000001,-22.890551659660826
43.66033,-79.39054,-22.890551653518326
43.660425000000004,-79.39057,-17.525568370851563
43.660520000000005,-79.3906,-17.52556837864512
43.660630000000005,-79.39056000000001,19.98310652130566
43.660700000000006,-79.390525,26.56505118405704
43.66077000000001,-79.39049,26.56505117475164
43.66084666666667,-79.39041666666667,43.72696998042555
43.660923333333336,-79.39034333333333,43.72696998042555
43.661,-79.39027,43.72696998042555
43.661085,-79.39020000000001,39.47245984632926
43.661170000000006,-79.39013000000001,39.47245984397893
43.66124000000001,-79.39008000000001,35.537677792524526
43.66131,-79.39003000000001,35.537677795275286
